Job_role,Client,Source,Recruiter Name,Submission_date,Interview_date,Offer_date,Joining_date,Status,Salary,Location,Client
RTL Design Engineer,Deloitte,Career Site,Recruiter_B,01-04-2024 00:00,08-04-2024 00:00,14-04-2024 00:00,19-04-2024 00:00,Rejected,146324,Texas,Deloitte
Verification Engineer,Microsoft,Indeed,Recruiter_C,01-04-2024 00:00,09-04-2024 00:00,11-04-2024 00:00,27-04-2024 00:00,Interview,138203,Washington,Microsoft
Mechanical Engineer,Google,Career Site,Imtyaz,01-04-2024 00:00,10-04-2024 00:00,19-04-2024 00:00,29-04-2024 00:00,Interview,113466,Texas,Google
Technical Project Manager,Amazon,Career Site,Recruiter_D,01-04-2024 00:00,02-04-2024 00:00,12-04-2024 00:00,05-05-2024 00:00,Joined,89520,New York,Amazon
Technical Project Manager,Deloitte,Career Site,Recruiter_C,01-04-2024 00:00,06-04-2024 00:00,10-04-2024 00:00,10-05-2024 00:00,Joined,100698,Illinois,Deloitte
RTL Design Engineer,Amazon,Career Site,Imtyaz,02-04-2024 00:00,10-04-2024 00:00,16-04-2024 00:00,24-04-2024 00:00,Interview,62541,California,Amazon
ASIC Design Engineer,Google,LinkedIn,Recruiter_C,02-04-2024 00:00,03-04-2024 00:00,06-04-2024 00:00,26-04-2024 00:00,Joined,86022,Texas,Google
Verification Engineer,Amazon,Career Site,Recruiter_D,02-04-2024 00:00,12-04-2024 00:00,16-04-2024 00:00,02-05-2024 00:00,Rejected,77813,New York,Amazon
Technical Project Manager,Accenture,Referral,Recruiter_D,02-04-2024 00:00,08-04-2024 00:00,16-04-2024 00:00,04-05-2024 00:00,Joined,76378,Illinois,Accenture
ASIC Design Engineer,Accenture,Indeed,Imtyaz,02-04-2024 00:00,03-04-2024 00:00,06-04-2024 00:00,04-05-2024 00:00,Offered,75794,Texas,Accenture
RTL Design Engineer,Google,Career Site,Imtyaz,02-04-2024 00:00,07-04-2024 00:00,11-04-2024 00:00,05-05-2024 00:00,Interview,82595,Washington,Google
RTL Design Engineer,Deloitte,Career Site,Recruiter_A,02-04-2024 00:00,08-04-2024 00:00,15-04-2024 00:00,09-05-2024 00:00,Offered,119329,Texas,Deloitte
Technical Project Manager,Accenture,Naukri,Recruiter_B,02-04-2024 00:00,12-04-2024 00:00,17-04-2024 00:00,10-05-2024 00:00,Offered,116795,Texas,Accenture
Verification Engineer,Google,Referral,Imtyaz,02-04-2024 00:00,12-04-2024 00:00,19-04-2024 00:00,17-05-2024 00:00,Joined,75830,Illinois,Google
RTL Design Engineer,Google,Indeed,Recruiter_C,03-04-2024 00:00,13-04-2024 00:00,23-04-2024 00:00,01-05-2024 00:00,Offered,87592,New York,Google
ASIC Design Engineer,Microsoft,Naukri,Recruiter_C,03-04-2024 00:00,04-04-2024 00:00,07-04-2024 00:00,05-05-2024 00:00,Offered,66547,Washington,Microsoft
ASIC Design Engineer,Deloitte,LinkedIn,Recruiter_C,03-04-2024 00:00,11-04-2024 00:00,13-04-2024 00:00,06-05-2024 00:00,Rejected,91320,Washington,Deloitte
Technical Project Manager,Amazon,LinkedIn,Recruiter_C,03-04-2024 00:00,08-04-2024 00:00,13-04-2024 00:00,06-05-2024 00:00,Offered,144708,New York,Amazon
ASIC Design Engineer,Accenture,LinkedIn,Recruiter_D,03-04-2024 00:00,06-04-2024 00:00,08-04-2024 00:00,07-05-2024 00:00,Interview,115879,New York,Accenture
Technical Project Manager,Deloitte,Naukri,Recruiter_D,03-04-2024 00:00,08-04-2024 00:00,17-04-2024 00:00,13-05-2024 00:00,Joined,140210,New York,Deloitte
Technical Project Manager,Deloitte,Indeed,Imtyaz,04-04-2024 00:00,08-04-2024 00:00,14-04-2024 00:00,27-04-2024 00:00,Interview,134871,New York,Deloitte
RTL Design Engineer,Amazon,Indeed,Recruiter_C,04-04-2024 00:00,14-04-2024 00:00,22-04-2024 00:00,14-05-2024 00:00,Rejected,106798,Texas,Amazon
Technical Project Manager,Deloitte,Referral,Recruiter_A,04-04-2024 00:00,12-04-2024 00:00,17-04-2024 00:00,14-05-2024 00:00,Rejected,128431,Washington,Deloitte
Technical Project Manager,Google,Career Site,Imtyaz,05-04-2024 00:00,15-04-2024 00:00,16-04-2024 00:00,21-04-2024 00:00,Rejected,70021,Texas,Google
Technical Project Manager,Deloitte,Referral,Recruiter_B,05-04-2024 00:00,09-04-2024 00:00,15-04-2024 00:00,21-04-2024 00:00,Joined,123448,Texas,Deloitte
Technical Project Manager,Amazon,Referral,Imtyaz,05-04-2024 00:00,13-04-2024 00:00,15-04-2024 00:00,25-04-2024 00:00,Joined,132842,Illinois,Amazon
ASIC Design Engineer,Accenture,LinkedIn,Imtyaz,05-04-2024 00:00,12-04-2024 00:00,14-04-2024 00:00,25-04-2024 00:00,Rejected,134473,Illinois,Accenture
Technical Project Manager,Deloitte,Referral,Imtyaz,05-04-2024 00:00,06-04-2024 00:00,13-04-2024 00:00,26-04-2024 00:00,Rejected,133199,New York,Deloitte
Mechanical Engineer,Accenture,Referral,Recruiter_A,05-04-2024 00:00,09-04-2024 00:00,12-04-2024 00:00,02-05-2024 00:00,Rejected,66097,Washington,Accenture
Technical Project Manager,Microsoft,Referral,Recruiter_A,05-04-2024 00:00,13-04-2024 00:00,19-04-2024 00:00,04-05-2024 00:00,Joined,138349,California,Microsoft
Technical Project Manager,Google,LinkedIn,Recruiter_A,08-04-2024 00:00,13-04-2024 00:00,15-04-2024 00:00,20-04-2024 00:00,Offered,70549,California,Google
Technical Project Manager,Deloitte,Referral,Imtyaz,08-04-2024 00:00,10-04-2024 00:00,16-04-2024 00:00,26-04-2024 00:00,Interview,118716,Texas,Deloitte
Technical Project Manager,Accenture,Indeed,Recruiter_A,08-04-2024 00:00,15-04-2024 00:00,18-04-2024 00:00,27-04-2024 00:00,Rejected,107840,California,Accenture
ASIC Design Engineer,Microsoft,LinkedIn,Recruiter_A,08-04-2024 00:00,13-04-2024 00:00,20-04-2024 00:00,05-05-2024 00:00,Interview,94446,Illinois,Microsoft
RTL Design Engineer,Microsoft,Career Site,Recruiter_B,08-04-2024 00:00,15-04-2024 00:00,16-04-2024 00:00,08-05-2024 00:00,Joined,76154,New York,Microsoft
RTL Design Engineer,Accenture,Referral,Recruiter_A,08-04-2024 00:00,15-04-2024 00:00,23-04-2024 00:00,08-05-2024 00:00,Joined,125179,California,Accenture
Verification Engineer,Accenture,Referral,Imtyaz,08-04-2024 00:00,13-04-2024 00:00,20-04-2024 00:00,10-05-2024 00:00,Joined,74464,Texas,Accenture
RTL Design Engineer,Google,Referral,Recruiter_B,08-04-2024 00:00,17-04-2024 00:00,23-04-2024 00:00,12-05-2024 00:00,Joined,141384,Illinois,Google
Mechanical Engineer,Microsoft,Indeed,Imtyaz,09-04-2024 00:00,11-04-2024 00:00,15-04-2024 00:00,24-04-2024 00:00,Rejected,142288,Washington,Microsoft
Technical Project Manager,Google,LinkedIn,Recruiter_A,09-04-2024 00:00,18-04-2024 00:00,20-04-2024 00:00,27-04-2024 00:00,Rejected,136850,Texas,Google
ASIC Design Engineer,Amazon,LinkedIn,Recruiter_A,09-04-2024 00:00,18-04-2024 00:00,21-04-2024 00:00,30-04-2024 00:00,Offered,90969,Illinois,Amazon
Mechanical Engineer,Amazon,Naukri,Recruiter_A,09-04-2024 00:00,19-04-2024 00:00,21-04-2024 00:00,06-05-2024 00:00,Interview,141370,New York,Amazon
ASIC Design Engineer,Amazon,Career Site,Recruiter_B,09-04-2024 00:00,13-04-2024 00:00,18-04-2024 00:00,12-05-2024 00:00,Rejected,88443,New York,Amazon
ASIC Design Engineer,Amazon,Indeed,Imtyaz,09-04-2024 00:00,19-04-2024 00:00,26-04-2024 00:00,16-05-2024 00:00,Rejected,149183,New York,Amazon
Mechanical Engineer,Accenture,Referral,Recruiter_D,09-04-2024 00:00,19-04-2024 00:00,26-04-2024 00:00,24-05-2024 00:00,Offered,85881,Texas,Accenture
RTL Design Engineer,Accenture,Career Site,Recruiter_C,10-04-2024 00:00,13-04-2024 00:00,19-04-2024 00:00,27-04-2024 00:00,Rejected,106668,New York,Accenture
Technical Project Manager,Deloitte,Career Site,Recruiter_C,10-04-2024 00:00,19-04-2024 00:00,21-04-2024 00:00,30-04-2024 00:00,Rejected,71913,Texas,Deloitte
Technical Project Manager,Amazon,Indeed,Recruiter_B,10-04-2024 00:00,17-04-2024 00:00,26-04-2024 00:00,03-05-2024 00:00,Joined,77372,Texas,Amazon
Technical Project Manager,Google,Referral,Recruiter_B,10-04-2024 00:00,20-04-2024 00:00,24-04-2024 00:00,09-05-2024 00:00,Interview,62522,California,Google
Verification Engineer,Google,Career Site,Imtyaz,10-04-2024 00:00,12-04-2024 00:00,18-04-2024 00:00,12-05-2024 00:00,Joined,90431,Illinois,Google
Verification Engineer,Amazon,LinkedIn,Recruiter_A,10-04-2024 00:00,20-04-2024 00:00,24-04-2024 00:00,13-05-2024 00:00,Offered,145451,Texas,Amazon
Mechanical Engineer,Microsoft,Referral,Recruiter_C,10-04-2024 00:00,16-04-2024 00:00,24-04-2024 00:00,22-05-2024 00:00,Offered,131559,California,Microsoft
Technical Project Manager,Deloitte,Naukri,Recruiter_B,11-04-2024 00:00,16-04-2024 00:00,20-04-2024 00:00,30-04-2024 00:00,Rejected,67080,Illinois,Deloitte
Technical Project Manager,Microsoft,Referral,Recruiter_D,11-04-2024 00:00,21-04-2024 00:00,24-04-2024 00:00,08-05-2024 00:00,Joined,66757,Illinois,Microsoft
RTL Design Engineer,Amazon,LinkedIn,Recruiter_A,11-04-2024 00:00,19-04-2024 00:00,20-04-2024 00:00,11-05-2024 00:00,Joined,82561,California,Amazon
Mechanical Engineer,Accenture,Indeed,Recruiter_B,11-04-2024 00:00,16-04-2024 00:00,23-04-2024 00:00,11-05-2024 00:00,Offered,76981,Illinois,Accenture
Mechanical Engineer,Accenture,LinkedIn,Recruiter_D,11-04-2024 00:00,12-04-2024 00:00,15-04-2024 00:00,15-05-2024 00:00,Rejected,107832,Washington,Accenture
RTL Design Engineer,Microsoft,Indeed,Imtyaz,12-04-2024 00:00,14-04-2024 00:00,15-04-2024 00:00,25-04-2024 00:00,Joined,79494,Illinois,Microsoft
ASIC Design Engineer,Deloitte,Career Site,Recruiter_C,12-04-2024 00:00,19-04-2024 00:00,21-04-2024 00:00,03-05-2024 00:00,Rejected,74511,Washington,Deloitte
Verification Engineer,Deloitte,Naukri,Recruiter_C,12-04-2024 00:00,20-04-2024 00:00,26-04-2024 00:00,05-05-2024 00:00,Rejected,89488,Washington,Deloitte
Verification Engineer,Microsoft,Naukri,Recruiter_B,12-04-2024 00:00,15-04-2024 00:00,25-04-2024 00:00,09-05-2024 00:00,Joined,81683,California,Microsoft
Technical Project Manager,Microsoft,Naukri,Imtyaz,12-04-2024 00:00,14-04-2024 00:00,20-04-2024 00:00,11-05-2024 00:00,Rejected,82420,New York,Microsoft
Verification Engineer,Deloitte,Referral,Imtyaz,12-04-2024 00:00,20-04-2024 00:00,23-04-2024 00:00,16-05-2024 00:00,Rejected,94376,Washington,Deloitte
Mechanical Engineer,Deloitte,Indeed,Recruiter_C,12-04-2024 00:00,17-04-2024 00:00,24-04-2024 00:00,16-05-2024 00:00,Interview,67390,New York,Deloitte
Verification Engineer,Microsoft,Referral,Recruiter_D,12-04-2024 00:00,13-04-2024 00:00,18-04-2024 00:00,18-05-2024 00:00,Interview,70302,California,Microsoft
Technical Project Manager,Accenture,Career Site,Imtyaz,12-04-2024 00:00,16-04-2024 00:00,25-04-2024 00:00,19-05-2024 00:00,Interview,92333,New York,Accenture
RTL Design Engineer,Google,Referral,Recruiter_B,15-04-2024 00:00,19-04-2024 00:00,22-04-2024 00:00,29-04-2024 00:00,Rejected,82789,California,Google
Verification Engineer,Google,Naukri,Imtyaz,15-04-2024 00:00,18-04-2024 00:00,27-04-2024 00:00,07-05-2024 00:00,Joined,114493,Washington,Google
Mechanical Engineer,Google,Naukri,Recruiter_C,15-04-2024 00:00,25-04-2024 00:00,04-05-2024 00:00,13-05-2024 00:00,Offered,72639,California,Google
Technical Project Manager,Google,Naukri,Imtyaz,15-04-2024 00:00,23-04-2024 00:00,30-04-2024 00:00,16-05-2024 00:00,Interview,113474,California,Google
Technical Project Manager,Amazon,Referral,Imtyaz,15-04-2024 00:00,25-04-2024 00:00,29-04-2024 00:00,17-05-2024 00:00,Rejected,129968,Washington,Amazon
ASIC Design Engineer,Microsoft,Naukri,Recruiter_D,15-04-2024 00:00,18-04-2024 00:00,21-04-2024 00:00,17-05-2024 00:00,Offered,96853,Texas,Microsoft
Verification Engineer,Accenture,Career Site,Recruiter_D,16-04-2024 00:00,21-04-2024 00:00,25-04-2024 00:00,03-05-2024 00:00,Rejected,124531,California,Accenture
RTL Design Engineer,Accenture,Indeed,Recruiter_B,16-04-2024 00:00,18-04-2024 00:00,20-04-2024 00:00,07-05-2024 00:00,Offered,122807,Texas,Accenture
Mechanical Engineer,Google,Career Site,Recruiter_B,16-04-2024 00:00,25-04-2024 00:00,28-04-2024 00:00,08-05-2024 00:00,Interview,93740,Texas,Google
ASIC Design Engineer,Deloitte,Career Site,Recruiter_D,16-04-2024 00:00,22-04-2024 00:00,23-04-2024 00:00,08-05-2024 00:00,Rejected,111872,Washington,Deloitte
RTL Design Engineer,Accenture,Indeed,Recruiter_D,16-04-2024 00:00,23-04-2024 00:00,27-04-2024 00:00,14-05-2024 00:00,Joined,108146,New York,Accenture
Verification Engineer,Deloitte,Indeed,Recruiter_C,16-04-2024 00:00,21-04-2024 00:00,30-04-2024 00:00,20-05-2024 00:00,Offered,101996,,Deloitte
ASIC Design Engineer,Microsoft,Career Site,Recruiter_C,16-04-2024 00:00,23-04-2024 00:00,26-04-2024 00:00,21-05-2024 00:00,Offered,87609,Illinois,Microsoft
Mechanical Engineer,Deloitte,Referral,Recruiter_B,16-04-2024 00:00,19-04-2024 00:00,29-04-2024 00:00,23-05-2024 00:00,Offered,102541,Texas,Deloitte
Mechanical Engineer,Amazon,LinkedIn,Recruiter_A,16-04-2024 00:00,26-04-2024 00:00,03-05-2024 00:00,24-05-2024 00:00,Offered,114345,Texas,Amazon
Technical Project Manager,Deloitte,Referral,Recruiter_A,17-04-2024 00:00,26-04-2024 00:00,28-04-2024 00:00,11-05-2024 00:00,Interview,121563,Texas,Deloitte
Verification Engineer,Microsoft,Indeed,Imtyaz,17-04-2024 00:00,25-04-2024 00:00,03-05-2024 00:00,14-05-2024 00:00,Rejected,61603,California,Microsoft
RTL Design Engineer,Deloitte,Referral,Recruiter_B,17-04-2024 00:00,22-04-2024 00:00,02-05-2024 00:00,18-05-2024 00:00,Offered,149992,Texas,Deloitte
ASIC Design Engineer,Microsoft,Indeed,Recruiter_A,17-04-2024 00:00,18-04-2024 00:00,23-04-2024 00:00,19-05-2024 00:00,Rejected,66920,Illinois,Microsoft
ASIC Design Engineer,Amazon,Referral,Recruiter_B,17-04-2024 00:00,18-04-2024 00:00,27-04-2024 00:00,20-05-2024 00:00,Offered,142539,California,Amazon
RTL Design Engineer,Google,LinkedIn,Recruiter_B,17-04-2024 00:00,27-04-2024 00:00,01-05-2024 00:00,22-05-2024 00:00,Interview,112480,Texas,Google
Mechanical Engineer,Google,Career Site,Imtyaz,17-04-2024 00:00,24-04-2024 00:00,02-05-2024 00:00,22-05-2024 00:00,Interview,78124,Illinois,Google
Verification Engineer,Accenture,Referral,Recruiter_A,17-04-2024 00:00,22-04-2024 00:00,30-04-2024 00:00,23-05-2024 00:00,Interview,141064,New York,Accenture
Verification Engineer,Google,Referral,Recruiter_B,17-04-2024 00:00,22-04-2024 00:00,25-04-2024 00:00,23-05-2024 00:00,Joined,104462,New York,Google
RTL Design Engineer,Amazon,LinkedIn,Imtyaz,17-04-2024 00:00,18-04-2024 00:00,28-04-2024 00:00,24-05-2024 00:00,Rejected,145818,Illinois,Amazon
Technical Project Manager,Google,Indeed,Recruiter_B,17-04-2024 00:00,27-04-2024 00:00,07-05-2024 00:00,27-05-2024 00:00,Offered,105238,New York,Google
RTL Design Engineer,Accenture,Naukri,Imtyaz,17-04-2024 00:00,26-04-2024 00:00,05-05-2024 00:00,04-06-2024 00:00,Joined,112669,Washington,Accenture
Verification Engineer,Google,Career Site,Recruiter_A,18-04-2024 00:00,24-04-2024 00:00,25-04-2024 00:00,06-05-2024 00:00,Interview,97882,Illinois,Google
Technical Project Manager,Deloitte,LinkedIn,Recruiter_C,18-04-2024 00:00,20-04-2024 00:00,22-04-2024 00:00,12-05-2024 00:00,Offered,68115,Illinois,Deloitte
ASIC Design Engineer,Accenture,LinkedIn,Recruiter_D,18-04-2024 00:00,19-04-2024 00:00,27-04-2024 00:00,15-05-2024 00:00,Offered,67839,California,Accenture
RTL Design Engineer,Deloitte,Referral,Recruiter_C,18-04-2024 00:00,27-04-2024 00:00,02-05-2024 00:00,23-05-2024 00:00,Rejected,91331,Texas,Deloitte
RTL Design Engineer,Deloitte,Naukri,Imtyaz,18-04-2024 00:00,26-04-2024 00:00,03-05-2024 00:00,31-05-2024 00:00,Interview,88118,Washington,Deloitte
ASIC Design Engineer,Deloitte,Career Site,Imtyaz,18-04-2024 00:00,22-04-2024 00:00,01-05-2024 00:00,31-05-2024 00:00,Offered,129559,New York,Deloitte
Verification Engineer,Deloitte,Naukri,Imtyaz,19-04-2024 00:00,21-04-2024 00:00,27-04-2024 00:00,05-05-2024 00:00,Offered,140949,Texas,Deloitte
Technical Project Manager,Google,Indeed,Recruiter_C,19-04-2024 00:00,27-04-2024 00:00,28-04-2024 00:00,09-05-2024 00:00,Rejected,125413,Texas,Google
Verification Engineer,Google,Indeed,Imtyaz,19-04-2024 00:00,21-04-2024 00:00,30-04-2024 00:00,20-05-2024 00:00,Interview,132623,Texas,Google
Mechanical Engineer,Amazon,Referral,Recruiter_D,19-04-2024 00:00,22-04-2024 00:00,30-04-2024 00:00,22-05-2024 00:00,Interview,146120,Washington,Amazon
RTL Design Engineer,Accenture  ,Indeed,Recruiter_C,22-04-2024 00:00,28-04-2024 00:00,06-05-2024 00:00,12-05-2024 00:00,Offered,69061,New York,Accenture  
ASIC Design Engineer,Amazon,LinkedIn,Imtyaz,22-04-2024 00:00,29-04-2024 00:00,08-05-2024 00:00,15-05-2024 00:00,Interview,99408,California,Amazon
ASIC Design Engineer,Microsoft,LinkedIn,Recruiter_C,22-04-2024 00:00,02-05-2024 00:00,03-05-2024 00:00,25-05-2024 00:00,Rejected,124159,Texas,Microsoft
Mechanical Engineer,Deloitte,Referral,Recruiter_D,22-04-2024 00:00,29-04-2024 00:00,05-05-2024 00:00,28-05-2024 00:00,Offered,88882,New York,Deloitte
RTL Design Engineer,Microsoft,Indeed,Imtyaz,22-04-2024 00:00,29-04-2024 00:00,09-05-2024 00:00,05-06-2024 00:00,Interview,65731,New York,Microsoft
Verification Engineer,Google,LinkedIn,Recruiter_A,23-04-2024 00:00,24-04-2024 00:00,26-04-2024 00:00,16-05-2024 00:00,Interview,66169,Illinois,Google
Verification Engineer,Microsoft,LinkedIn,Recruiter_D,23-04-2024 00:00,02-05-2024 00:00,09-05-2024 00:00,17-05-2024 00:00,Rejected,120652,California,Microsoft
Technical Project Manager,Google,LinkedIn,Recruiter_B,23-04-2024 00:00,26-04-2024 00:00,06-05-2024 00:00,26-05-2024 00:00,Joined,133617,Washington,Google
Verification Engineer,Accenture,Career Site,Recruiter_A,23-04-2024 00:00,30-04-2024 00:00,09-05-2024 00:00,04-06-2024 00:00,Rejected,63202,New York,Accenture
Technical Project Manager,Amazon,Referral,Imtyaz,24-04-2024 00:00,25-04-2024 00:00,29-04-2024 00:00,07-05-2024 00:00,Rejected,111546,Texas,Amazon
Technical Project Manager,Microsoft,Indeed,Recruiter_A,24-04-2024 00:00,02-05-2024 00:00,04-05-2024 00:00,13-05-2024 00:00,Interview,147603,New York,Microsoft
RTL Design Engineer,Amazon,Referral,Recruiter_B,24-04-2024 00:00,02-05-2024 00:00,10-05-2024 00:00,18-05-2024 00:00,Offered,142000,California,Amazon
Technical Project Manager,Google,Indeed,Recruiter_D,24-04-2024 00:00,04-05-2024 00:00,13-05-2024 00:00,21-05-2024 00:00,Interview,149962,California,Google
ASIC Design Engineer,Microsoft,Naukri,Imtyaz,24-04-2024 00:00,03-05-2024 00:00,08-05-2024 00:00,21-05-2024 00:00,Joined,107526,Texas,Microsoft
RTL Design Engineer,Microsoft,Referral,Recruiter_B,24-04-2024 00:00,28-04-2024 00:00,03-05-2024 00:00,23-05-2024 00:00,Rejected,60058,Texas,Microsoft
Mechanical Engineer,Google,Career Site,Recruiter_B,24-04-2024 00:00,25-04-2024 00:00,02-05-2024 00:00,28-05-2024 00:00,Joined,99440,Illinois,Google
ASIC Design Engineer,Amazon,Career Site,Recruiter_A,24-04-2024 00:00,04-05-2024 00:00,06-05-2024 00:00,03-06-2024 00:00,Rejected,137418,New York,Amazon
RTL Design Engineer,Accenture,Naukri,Recruiter_D,25-04-2024 00:00,26-04-2024 00:00,30-04-2024 00:00,13-05-2024 00:00,Rejected,76320,Texas,Accenture
Verification Engineer,Deloitte,Indeed,Recruiter_C,25-04-2024 00:00,03-05-2024 00:00,08-05-2024 00:00,19-05-2024 00:00,Joined,111519,Illinois,Deloitte
Mechanical Engineer,Deloitte,Indeed,Imtyaz,25-04-2024 00:00,04-05-2024 00:00,09-05-2024 00:00,20-05-2024 00:00,Interview,72129,Washington,Deloitte
Verification Engineer,Google,LinkedIn,Recruiter_B,25-04-2024 00:00,29-04-2024 00:00,06-05-2024 00:00,22-05-2024 00:00,Rejected,131538,New York,Google
Technical Project Manager,Google,Career Site,Imtyaz,25-04-2024 00:00,27-04-2024 00:00,06-05-2024 00:00,24-05-2024 00:00,Joined,69029,California,Google
Mechanical Engineer,Microsoft,Indeed,Imtyaz,25-04-2024 00:00,05-05-2024 00:00,15-05-2024 00:00,28-05-2024 00:00,Interview,82347,Washington,Microsoft
ASIC Design Engineer,Accenture,Career Site,Recruiter_A,25-04-2024 00:00,02-05-2024 00:00,12-05-2024 00:00,01-06-2024 00:00,Rejected,109694,New York,Accenture
Mechanical Engineer,Microsoft,LinkedIn,Imtyaz,25-04-2024 00:00,04-05-2024 00:00,12-05-2024 00:00,11-06-2024 00:00,Offered,99628,Illinois,Microsoft
Verification Engineer,Accenture,Indeed,Recruiter_C,26-04-2024 00:00,28-04-2024 00:00,29-04-2024 00:00,06-05-2024 00:00,Offered,124515,California,Accenture
RTL Design Engineer,Deloitte,LinkedIn,Recruiter_B,26-04-2024 00:00,05-05-2024 00:00,09-05-2024 00:00,16-05-2024 00:00,Interview,62910,California,Deloitte
RTL Design Engineer,Microsoft,LinkedIn,Recruiter_C,26-04-2024 00:00,27-04-2024 00:00,06-05-2024 00:00,16-05-2024 00:00,Joined,76798,Illinois,Microsoft
Technical Project Manager,Microsoft,Referral,Recruiter_B,26-04-2024 00:00,06-05-2024 00:00,14-05-2024 00:00,19-05-2024 00:00,Interview,147591,Texas,Microsoft
Technical Project Manager,Microsoft,Career Site,Recruiter_C,26-04-2024 00:00,27-04-2024 00:00,04-05-2024 00:00,20-05-2024 00:00,Joined,70465,Texas,Microsoft
Technical Project Manager,Amazon,Career Site,Imtyaz,26-04-2024 00:00,05-05-2024 00:00,11-05-2024 00:00,23-05-2024 00:00,Rejected,70998,Illinois,Amazon
RTL Design Engineer,Amazon,Indeed,Recruiter_C,26-04-2024 00:00,28-04-2024 00:00,05-05-2024 00:00,31-05-2024 00:00,Rejected,108259,Texas,Amazon
Technical Project Manager,Google,Referral,Recruiter_D,29-04-2024 00:00,01-05-2024 00:00,11-05-2024 00:00,16-05-2024 00:00,Offered,132973,Washington,Google
Verification Engineer,Google,Career Site,Recruiter_B,29-04-2024 00:00,30-04-2024 00:00,10-05-2024 00:00,16-05-2024 00:00,Rejected,113954,Texas,Google
ASIC Design Engineer,Deloitte,LinkedIn,Imtyaz,29-04-2024 00:00,30-04-2024 00:00,08-05-2024 00:00,18-05-2024 00:00,Offered,112112,Texas,Deloitte
